country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Netherlands,1985,male,5-14 years,5,995000,0.799,142009922306
Netherlands,1985,female,5-14 years,2,950900,0.799,142009922306
Netherlands,1986,male,75+ years,112,261600,,198298498021
Netherlands,1986,male,55-74 years,267,1121600,,198298498021
Netherlands,1986,male,35-54 years,327,1912900,,198298498021
Netherlands,1986,male,25-34 years,185,1217600,,198298498021
Netherlands,1986,female,55-74 years,171,1308200,,198298498021
Netherlands,1986,female,75+ years,63,486100,,198298498021
Netherlands,1986,female,35-54 years,22,1825100,,198298498021
Netherlands,1986,female,25-34 years,17,1171300,,198298498021
Netherlands,1986,male,15-24 years,14,1276700,,198298498021
Netherlands,1986,female,15-24 years,44,1224400,,198298498021
Netherlands,1986,male,5-14 years,3,966300,,198298498021
Netherlands,1986,female,5-14 years,1,923700,,198298498021
Netherlands,1987,male,75+ years,111,265500,,241918791123
Netherlands,1987,male,55-74 years,246,1134600,,241918791123
Netherlands,1987,male,35-54 years,329,1950400,,241918791123
Netherlands,1987,male,25-34 years,189,1233700,,241918791123
Netherlands,1987,female,55-74 years,189,1318400,,241918791123
Netherlands,1987,female,75+ years,66,499000,,241918791123
Netherlands,1987,female,35-54 years,21,1860400,,241918791123
Netherlands,1987,female,25-34 years,111,1186400,,241918791123
Netherlands,1987,male,15-24 years,117,1268600,,241918791123
Netherlands,1987,female,15-24 years,44,1216200,,241918791123
Netherlands,1987,male,5-14 years,3,942700,,241918791123
Netherlands,1987,female,5-14 years,1,901100,,241918791123
Netherlands,1988,male,75+ years,112,270900,,258567751143
Netherlands,1988,male,55-74 years,235,1145800,,258567751143
Netherlands,1988,male,25-34 years,22,1251700,,258567751143
Netherlands,1988,male,35-54 years,39,1988500,,258567751143
Netherlands,1988,female,55-74 years,18,1325500,,258567751143
Netherlands,1988,female,75+ years,55,513300,,258567751143
Netherlands,1988,female,35-54 years,192,1897600,,258567751143
Netherlands,1988,female,25-34 years,1,1201900,,258567751143
Netherlands,1988,male,15-24 years,12,1250800,,258567751143
Netherlands,1988,female,15-24 years,29,1200100,,258567751143
Netherlands,1988,male,5-14 years,5,925400,,258567751143
Netherlands,1988,female,5-14 years,2,884200,,258567751143
Netherlands,1989,male,75+ years,8,275900,,255039560740
Netherlands,1989,male,55-74 years,236,1155700,,255039560740
Netherlands,1989,male,35-54 years,33,2026600,,255039560740
Netherlands,1989,male,25-34 years,195,1269800,,255039560740
Netherlands,1989,female,55-74 years,173,1330900,,255039560740
Netherlands,1989,female,75+ years,57,526200,,255039560740
Netherlands,1989,female,35-54 years,196,1935400,,255039560740
Netherlands,1989,male,15-24 years,19,1224000,,255039560740
Netherlands,1989,female,25-34 years,88,1218500,,255039560740
Netherlands,1989,female,15-24 years,52,1175200,,255039560740
Netherlands,1989,male,5-14 years,3,916100,,255039560740
Netherlands,1989,female,5-14 years,1,875000,,255039560740
Netherlands,1990,male,75+ years,95,279100,0.829,314267667675
Netherlands,1990,male,25-34 years,24,1287400,0.829,314267667675
Netherlands,1990,male,55-74 years,185,1167900,0.829,314267667675
Netherlands,1990,male,35-54 years,322,2065400,0.829,314267667675
Netherlands,1990,female,75+ years,8,535700,0.829,314267667675
Netherlands,1990,female,55-74 years,145,1338000,0.829,314267667675
Netherlands,1990,female,35-54 years,184,1976000,0.829,314267667675
Netherlands,1990,male,15-24 years,98,1195500,0.829,314267667675
Netherlands,1990,female,25-34 years,89,1232600,0.829,314267667675
Netherlands,1990,female,15-24 years,41,1147300,0.829,314267667675
Netherlands,1990,male,5-14 years,5,915200,0.829,314267667675
Netherlands,1990,female,5-14 years,2,874200,0.829,314267667675
Netherlands,1991,male,75+ years,119,282200,,323320449906
Netherlands,1991,male,55-74 years,225,1181700,,323320449906
Netherlands,1991,male,35-54 years,374,2106700,,323320449906
Netherlands,1991,male,25-34 years,198,1305600,,323320449906
Netherlands,1991,female,55-74 years,179,1346300,,323320449906
Netherlands,1991,female,75+ years,62,544800,,323320449906
Netherlands,1991,male,15-24 years,114,1167200,,323320449906
Netherlands,1991,female,35-54 years,19,2017700,,323320449906
Netherlands,1991,female,25-34 years,17,1245900,,323320449906
Netherlands,1991,female,15-24 years,4,1119900,,323320449906
Netherlands,1991,male,5-14 years,3,918500,,323320449906
Netherlands,1991,female,5-14 years,,878300,,323320449906
Netherlands,1992,male,75+ years,16,285300,,358330385840
Netherlands,1992,male,55-74 years,242,1196700,,358330385840
Netherlands,1992,male,35-54 years,381,2149600,,358330385840
Netherlands,1992,male,25-34 years,28,1318100,,358330385840
Netherlands,1992,female,75+ years,68,552700,,358330385840
Netherlands,1992,female,35-54 years,214,2061000,,358330385840
Netherlands,1992,female,55-74 years,137,1355000,,358330385840
Netherlands,1992,male,15-24 years,13,1138000,,358330385840
Netherlands,1992,female,25-34 years,84,1256200,,358330385840
Netherlands,1992,female,15-24 years,41,1093300,,358330385840
Netherlands,1992,female,5-14 years,2,885700,,358330385840
Netherlands,1992,male,5-14 years,1,925300,,358330385840
Netherlands,1993,male,75+ years,86,287400,,349037818106
Netherlands,1993,male,55-74 years,239,1213500,,349037818106
Netherlands,1993,male,35-54 years,361,2191300,,349037818106
Netherlands,1993,male,25-34 years,216,1327900,,349037818106
Netherlands,1993,female,75+ years,7,558500,,349037818106
Netherlands,1993,male,15-24 years,115,1107600,,349037818106
Netherlands,1993,female,55-74 years,141,1366000,,349037818106
Netherlands,1993,female,35-54 years,195,2103800,,349037818106
Netherlands,1993,female,25-34 years,9,1265300,,349037818106
Netherlands,1993,female,15-24 years,37,1065900,,349037818106
Netherlands,1993,male,5-14 years,3,933300,,349037818106
Netherlands,1993,female,5-14 years,2,893100,,349037818106
Netherlands,1994,male,75+ years,98,289300,,374291430318
Netherlands,1994,male,55-74 years,254,1232600,,374291430318
Netherlands,1994,male,35-54 years,415,2231800,,374291430318
Netherlands,1994,male,25-34 years,216,1335500,,374291430318
Netherlands,1994,female,75+ years,53,563200,,374291430318
Netherlands,1994,female,35-54 years,198,2145300,,374291430318
Netherlands,1994,male,15-24 years,98,1072500,,374291430318
Netherlands,1994,female,55-74 years,122,1379300,,374291430318
Netherlands,1994,female,25-34 years,84,1273100,,374291430318
Netherlands,1994,female,15-24 years,42,1033300,,374291430318
Netherlands,1994,male,5-14 years,3,941100,,374291430318
Netherlands,1994,female,5-14 years,1,900700,,374291430318
Netherlands,1995,male,75+ years,76,295400,0.861,446528959649
Netherlands,1995,male,55-74 years,226,1249500,0.861,446528959649
Netherlands,1995,male,35-54 years,44,2270500,0.861,446528959649
Netherlands,1995,male,25-34 years,194,1339800,0.861,446528959649
Netherlands,1995,female,75+ years,57,573300,0.861,446528959649
Netherlands,1995,male,15-24 years,95,1036300,0.861,446528959649
Netherlands,1995,female,55-74 years,127,1388600,0.861,446528959649
Netherlands,1995,female,35-54 years,198,2185200,0.861,446528959649
Netherlands,1995,female,25-34 years,84,1278100,0.861,446528959649
Netherlands,1995,female,15-24 years,44,999100,0.861,446528959649
Netherlands,1995,male,5-14 years,5,949500,0.861,446528959649
Netherlands,1995,female,5-14 years,1,908700,0.861,446528959649
Netherlands,1996,male,75+ years,12,303800,,445704575163
Netherlands,1996,male,35-54 years,419,2308800,,445704575163
Netherlands,1996,male,25-34 years,226,1336900,,445704575163
Netherlands,1996,male,55-74 years,27,1263600,,445704575163
Netherlands,1996,female,75+ years,64,586600,,445704575163
Netherlands,1996,female,55-74 years,147,1393200,,445704575163
Netherlands,1996,female,35-54 years,195,2226800,,445704575163
Netherlands,1996,male,15-24 years,85,1006800,,445704575163
Netherlands,1996,female,25-34 years,89,1277700,,445704575163
Netherlands,1996,female,15-24 years,38,971700,,445704575163
Netherlands,1996,male,5-14 years,4,959800,,445704575163
Netherlands,1996,female,5-14 years,1,918000,,445704575163
Netherlands,1997,male,75+ years,16,311700,,412199006099
Netherlands,1997,male,35-54 years,398,2348800,,412199006099
Netherlands,1997,male,55-74 years,26,1279200,,412199006099
Netherlands,1997,male,25-34 years,21,1327000,,412199006099
Netherlands,1997,female,75+ years,7,598400,,412199006099
Netherlands,1997,male,15-24 years,111,982900,,412199006099
Netherlands,1997,female,55-74 years,136,1399300,,412199006099
Netherlands,1997,female,35-54 years,195,2270400,,412199006099
Netherlands,1997,female,25-34 years,87,1271400,,412199006099
Netherlands,1997,female,15-24 years,42,949700,,412199006099
Netherlands,1997,male,5-14 years,11,971900,,412199006099
Netherlands,1997,female,5-14 years,,929200,,412199006099
Netherlands,1998,male,75+ years,11,320300,,432476116419
Netherlands,1998,male,25-34 years,226,1308900,,432476116419
Netherlands,1998,male,55-74 years,25,1300000,,432476116419
Netherlands,1998,male,35-54 years,375,2387900,,432476116419
Netherlands,1998,female,75+ years,65,610000,,432476116419
Netherlands,1998,female,55-74 years,139,1410200,,432476116419
Netherlands,1998,male,15-24 years,89,967100,,432476116419
Netherlands,1998,female,35-54 years,211,2311100,,432476116419
Netherlands,1998,female,25-34 years,78,1258000,,432476116419
Netherlands,1998,female,15-24 years,21,934500,,432476116419
Netherlands,1998,male,5-14 years,6,984900,,432476116419
Netherlands,1998,female,5-14 years,3,941700,,432476116419
Netherlands,1999,male,75+ years,89,328400,,441975282335
Netherlands,1999,male,35-54 years,427,2424400,,441975282335
Netherlands,1999,male,55-74 years,218,1326500,,441975282335
Netherlands,1999,male,25-34 years,193,1281700,,441975282335
Netherlands,1999,female,75+ years,58,620800,,441975282335
Netherlands,1999,female,55-74 years,123,1426700,,441975282335
Netherlands,1999,male,15-24 years,82,960000,,441975282335
Netherlands,1999,female,35-54 years,196,2348600,,441975282335
Netherlands,1999,female,25-34 years,8,1236700,,441975282335
Netherlands,1999,female,15-24 years,41,927300,,441975282335
Netherlands,1999,male,5-14 years,7,997200,,441975282335
Netherlands,1999,female,5-14 years,5,953700,,441975282335
Netherlands,2000,male,75+ years,95,335400,0.877,412807259996
Netherlands,2000,male,35-54 years,44,2462006,0.877,412807259996
Netherlands,2000,male,55-74 years,28,1354147,0.877,412807259996
Netherlands,2000,male,25-34 years,162,1251135,0.877,412807259996
Netherlands,2000,female,55-74 years,146,1444755,0.877,412807259996
Netherlands,2000,male,15-24 years,9,960741,0.877,412807259996
Netherlands,2000,female,35-54 years,221,2386392,0.877,412807259996
Netherlands,2000,female,75+ years,49,629463,0.877,412807259996
Netherlands,2000,female,25-34 years,67,1212404,0.877,412807259996
Netherlands,2000,female,15-24 years,18,927539,0.877,412807259996
Netherlands,2000,male,5-14 years,5,1006683,0.877,412807259996
Netherlands,2000,female,5-14 years,,962570,0.877,412807259996
Netherlands,2001,male,75+ years,95,342815,,426573601790
Netherlands,2001,male,35-54 years,452,2481934,,426573601790
Netherlands,2001,male,25-34 years,183,1222239,,426573601790
Netherlands,2001,male,55-74 years,28,1397177,,426573601790
Netherlands,2001,female,35-54 years,29,2406952,,426573601790
Netherlands,2001,female,75+ years,54,636833,,426573601790
Netherlands,2001,male,15-24 years,71,968251,,426573601790
Netherlands,2001,female,55-74 years,16,1478539,,426573601790
Netherlands,2001,female,25-34 years,61,1188832,,426573601790
Netherlands,2001,female,15-24 years,32,934725,,426573601790
Netherlands,2001,female,5-14 years,2,967153,,426573601790
Netherlands,2001,male,5-14 years,1,1012887,,426573601790
Netherlands,2002,male,75+ years,9,350179,,465368906456
Netherlands,2002,male,35-54 years,482,2481771,,465368906456
Netherlands,2002,male,55-74 years,227,1454558,,465368906456
Netherlands,2002,male,25-34 years,179,1191890,,465368906456
Netherlands,2002,female,55-74 years,148,1527586,,465368906456
Netherlands,2002,female,35-54 years,218,2409590,,465368906456
Netherlands,2002,female,75+ years,56,642771,,465368906456
Netherlands,2002,male,15-24 years,8,978378,,465368906456
Netherlands,2002,female,25-34 years,57,1164180,,465368906456
Netherlands,2002,female,15-24 years,26,943864,,465368906456
Netherlands,2002,male,5-14 years,5,1015880,,465368906456
Netherlands,2002,female,5-14 years,2,969671,,465368906456
Netherlands,2003,male,75+ years,78,357715,,571863431151
Netherlands,2003,male,35-54 years,459,2483688,,571863431151
Netherlands,2003,male,55-74 years,246,1504780,,571863431151
Netherlands,2003,male,25-34 years,165,1157639,,571863431151
Netherlands,2003,female,75+ years,71,648808,,571863431151
Netherlands,2003,female,55-74 years,142,1570271,,571863431151
Netherlands,2003,female,35-54 years,193,2416242,,571863431151
Netherlands,2003,male,15-24 years,68,985449,,571863431151
Netherlands,2003,female,25-34 years,48,1137043,,571863431151
Netherlands,2003,female,15-24 years,29,950780,,571863431151
Netherlands,2003,male,5-14 years,2,1018379,,571863431151
Netherlands,2003,female,5-14 years,1,972603,,571863431151
Netherlands,2004,male,75+ years,83,366987,,650532654582
Netherlands,2004,male,35-54 years,489,2492028,,650532654582
Netherlands,2004,male,55-74 years,23,1548535,,650532654582
Netherlands,2004,male,25-34 years,141,1118373,,650532654582
Netherlands,2004,female,35-54 years,231,2430075,,650532654582
Netherlands,2004,female,75+ years,6,656752,,650532654582
Netherlands,2004,female,55-74 years,132,1606894,,650532654582
Netherlands,2004,male,15-24 years,72,988827,,650532654582
Netherlands,2004,female,25-34 years,42,1105273,,650532654582
Netherlands,2004,female,15-24 years,25,955899,,650532654582
Netherlands,2004,male,5-14 years,7,1021382,,650532654582
Netherlands,2004,female,5-14 years,2,974836,,650532654582
Netherlands,2005,male,75+ years,8,377913,0.891,678533764457
Netherlands,2005,male,35-54 years,53,2502562,0.891,678533764457
Netherlands,2005,male,55-74 years,258,1587471,0.891,678533764457
Netherlands,2005,male,25-34 years,144,1078642,0.891,678533764457
Netherlands,2005,female,35-54 years,228,2446316,0.891,678533764457
Netherlands,2005,female,55-74 years,134,1639946,0.891,678533764457
Netherlands,2005,male,15-24 years,78,992090,0.891,678533764457
Netherlands,2005,female,75+ years,48,666329,0.891,678533764457
Netherlands,2005,female,25-34 years,55,1071944,0.891,678533764457
Netherlands,2005,female,15-24 years,33,960181,0.891,678533764457
Netherlands,2005,male,5-14 years,11,1021870,0.891,678533764457
Netherlands,2005,female,5-14 years,2,975331,0.891,678533764457
Netherlands,2006,male,75+ years,95,389546,,726649102998
Netherlands,2006,male,35-54 years,468,2508382,,726649102998
Netherlands,2006,male,55-74 years,248,1623656,,726649102998
Netherlands,2006,male,25-34 years,143,1044859,,726649102998
Netherlands,2006,male,15-24 years,91,996333,,726649102998
Netherlands,2006,female,55-74 years,141,1670944,,726649102998
Netherlands,2006,female,35-54 years,27,2458615,,726649102998
Netherlands,2006,female,75+ years,43,676057,,726649102998
Netherlands,2006,female,25-34 years,51,1042374,,726649102998
Netherlands,2006,female,15-24 years,34,963837,,726649102998
Netherlands,2006,female,5-14 years,3,974095,,726649102998
Netherlands,2006,male,5-14 years,1,1019999,,726649102998
Netherlands,2007,male,75+ years,76,401873,,839419655078
Netherlands,2007,male,35-54 years,427,2508053,,839419655078
Netherlands,2007,male,55-74 years,25,1660580,,839419655078
Netherlands,2007,male,25-34 years,114,1018680,,839419655078
Netherlands,2007,female,55-74 years,124,1703333,,839419655078
Netherlands,2007,male,15-24 years,72,1003453,,839419655078
Netherlands,2007,female,35-54 years,171,2464793,,839419655078
Netherlands,2007,female,75+ years,41,686244,,839419655078
Netherlands,2007,female,25-34 years,48,1017477,,839419655078
Netherlands,2007,female,15-24 years,22,970052,,839419655078
Netherlands,2007,male,5-14 years,5,1018393,,839419655078
Netherlands,2007,female,5-14 years,4,972473,,839419655078
Netherlands,2008,male,75+ years,86,414420,,936228211513
Netherlands,2008,male,35-54 years,462,2502579,,936228211513
Netherlands,2008,male,55-74 years,252,1698728,,936228211513
Netherlands,2008,male,25-34 years,119,1005566,,936228211513
Netherlands,2008,female,55-74 years,153,1737666,,936228211513
Netherlands,2008,female,35-54 years,184,2464321,,936228211513
Netherlands,2008,male,15-24 years,67,1014326,,936228211513
Netherlands,2008,female,75+ years,39,696023,,936228211513
Netherlands,2008,female,25-34 years,41,1001975,,936228211513
Netherlands,2008,female,15-24 years,31,980609,,936228211513
Netherlands,2008,male,5-14 years,5,1018474,,936228211513
Netherlands,2008,female,5-14 years,,972276,,936228211513
Netherlands,2009,male,75+ years,96,427097,,857932759100
Netherlands,2009,male,35-54 years,484,2493610,,857932759100
Netherlands,2009,male,55-74 years,29,1737021,,857932759100
Netherlands,2009,male,25-34 years,115,1003333,,857932759100
Netherlands,2009,female,35-54 years,29,2458921,,857932759100
Netherlands,2009,male,15-24 years,77,1025904,,857932759100
Netherlands,2009,female,55-74 years,131,1773158,,857932759100
Netherlands,2009,female,75+ years,48,705088,,857932759100
Netherlands,2009,female,25-34 years,48,996321,,857932759100
Netherlands,2009,female,15-24 years,24,991956,,857932759100
Netherlands,2009,male,5-14 years,6,1017952,,857932759100
Netherlands,2009,female,5-14 years,2,971815,,857932759100
Netherlands,2010,male,35-54 years,496,2479310,0.909,836389937229
Netherlands,2010,male,55-74 years,332,1774913,0.909,836389937229
Netherlands,2010,male,75+ years,82,440573,0.909,836389937229
Netherlands,2010,male,25-34 years,115,1005583,0.909,836389937229
Netherlands,2010,male,15-24 years,97,1034368,0.909,836389937229
Netherlands,2010,female,35-54 years,28,2448571,0.909,836389937229
Netherlands,2010,female,55-74 years,143,1809756,0.909,836389937229
Netherlands,2010,female,75+ years,46,714774,0.909,836389937229
Netherlands,2010,female,25-34 years,53,997025,0.909,836389937229
Netherlands,2010,female,15-24 years,26,1000536,0.909,836389937229
Netherlands,2010,male,5-14 years,5,1015895,0.909,836389937229
Netherlands,2010,female,5-14 years,1,970105,0.909,836389937229
Netherlands,2011,male,35-54 years,54,2459735,0.919,893757287202
Netherlands,2011,male,75+ years,91,455083,0.919,893757287202
Netherlands,2011,male,55-74 years,316,1813398,0.919,893757287202
Netherlands,2011,male,25-34 years,138,1010996,0.919,893757287202
Netherlands,2011,female,55-74 years,161,1847013,0.919,893757287202
Netherlands,2011,female,35-54 years,21,2433362,0.919,893757287202
Netherlands,2011,male,15-24 years,85,1039605,0.919,893757287202
Netherlands,2011,female,25-34 years,63,1002441,0.919,893757287202
Netherlands,2011,female,75+ years,4,724633,0.919,893757287202
Netherlands,2011,female,15-24 years,38,1004949,0.919,893757287202
Netherlands,2011,male,5-14 years,3,1013127,0.919,893757287202
Netherlands,2011,female,5-14 years,1,967820,0.919,893757287202
Netherlands,2012,male,35-54 years,532,2436155,0.92,828946812397
Netherlands,2012,male,75+ years,91,469742,0.92,828946812397
Netherlands,2012,male,55-74 years,319,1852538,0.92,828946812397
Netherlands,2012,male,25-34 years,143,1017789,0.92,828946812397
Netherlands,2012,female,35-54 years,24,2414858,0.92,828946812397
Netherlands,2012,female,55-74 years,182,1885068,0.92,828946812397
Netherlands,2012,male,15-24 years,97,1041845,0.92,828946812397
Netherlands,2012,female,75+ years,55,734017,0.92,828946812397
Netherlands,2012,female,25-34 years,58,1008927,0.92,828946812397
Netherlands,2012,female,15-24 years,33,1006742,0.92,828946812397
Netherlands,2012,male,5-14 years,4,1008342,0.92,828946812397
Netherlands,2012,female,5-14 years,2,963480,0.92,828946812397
Netherlands,2013,male,35-54 years,555,2410644,0.92,866680000367
Netherlands,2013,male,75+ years,19,485554,0.92,866680000367
Netherlands,2013,male,55-74 years,49,1890352,0.92,866680000367
Netherlands,2013,male,25-34 years,137,1024168,0.92,866680000367
Netherlands,2013,female,55-74 years,186,1922945,0.92,866680000367
Netherlands,2013,male,15-24 years,93,1044562,0.92,866680000367
Netherlands,2013,female,35-54 years,29,2394702,0.92,866680000367
Netherlands,2013,female,75+ years,59,744083,0.92,866680000367
Netherlands,2013,female,15-24 years,46,1009345,0.92,866680000367
Netherlands,2013,female,25-34 years,46,1014090,0.92,866680000367
Netherlands,2013,male,5-14 years,4,1002074,0.92,866680000367
Netherlands,2013,female,5-14 years,3,956989,0.92,866680000367
Netherlands,2014,male,35-54 years,563,2410644,0.922,879635084125
Netherlands,2014,male,55-74 years,391,1890352,0.922,879635084125
Netherlands,2014,male,75+ years,97,485554,0.922,879635084125
Netherlands,2014,male,25-34 years,117,1024168,0.922,879635084125
Netherlands,2014,female,55-74 years,197,1922945,0.922,879635084125
Netherlands,2014,female,35-54 years,228,2394702,0.922,879635084125
Netherlands,2014,female,75+ years,61,744083,0.922,879635084125
Netherlands,2014,male,15-24 years,81,1044562,0.922,879635084125
Netherlands,2014,female,25-34 years,54,1014090,0.922,879635084125
Netherlands,2014,female,15-24 years,48,1009345,0.922,879635084125
Netherlands,2014,female,5-14 years,1,956989,0.922,879635084125
Netherlands,2014,male,5-14 years,1,1002074,0.922,879635084125
Netherlands,2015,male,75+ years,129,523197,,757999453314
Netherlands,2015,male,55-74 years,418,1966083,,757999453314
Netherlands,2015,male,35-54 years,499,2362263,,757999453314
Netherlands,2015,male,25-34 years,146,1045012,,757999453314
Netherlands,2015,female,55-74 years,22,1998082,,757999453314
Netherlands,2015,female,35-54 years,211,2353550,,757999453314
Netherlands,2015,male,15-24 years,89,1058675,,757999453314
Netherlands,2015,female,75+ years,55,770107,,757999453314
Netherlands,2015,female,25-34 years,65,1030867,,757999453314
Netherlands,2015,female,15-24 years,34,1018674,,757999453314
Netherlands,2015,female,5-14 years,6,943082,,757999453314
Netherlands,2015,male,5-14 years,1,987750,,757999453314
Netherlands,2016,male,75+ years,123,541327,,777227541581
Netherlands,2016,male,55-74 years,436,2004642,,777227541581
Netherlands,2016,male,35-54 years,478,2341693,,777227541581
Netherlands,2016,male,25-34 years,159,1061905,,777227541581
Netherlands,2016,female,75+ years,87,781301,,777227541581
Netherlands,2016,female,55-74 years,29,2037375,,777227541581
Netherlands,2016,female,35-54 years,217,2334777,,777227541581
Netherlands,2016,male,15-24 years,77,1067719,,777227541581
Netherlands,2016,female,25-34 years,65,1043372,,777227541581
Netherlands,2016,female,15-24 years,35,1025443,,777227541581
New Zealand,1985,male,75+ years,18,46900,0.805,24950895141
New Zealand,1985,male,55-74 years,6,235700,0.805,24950895141
New Zealand,1985,male,25-34 years,51,255400,0.805,24950895141
New Zealand,1985,male,15-24 years,6,305400,0.805,24950895141
New Zealand,1985,male,35-54 years,64,371200,0.805,24950895141
New Zealand,1985,female,55-74 years,26,259300,0.805,24950895141
New Zealand,1985,female,35-54 years,22,364600,0.805,24950895141
New Zealand,1985,female,15-24 years,15,291600,0.805,24950895141
New Zealand,1985,female,25-34 years,13,259100,0.805,24950895141
New Zealand,1985,female,75+ years,4,81500,0.805,24950895141
New Zealand,1985,female,5-14 years,3,272300,0.805,24950895141
New Zealand,1985,male,5-14 years,2,282800,0.805,24950895141
New Zealand,1986,male,75+ years,18,49400,,30604668357
New Zealand,1986,male,35-54 years,1,376100,,30604668357
New Zealand,1986,male,55-74 years,6,237900,,30604668357
New Zealand,1986,male,15-24 years,68,296200,,30604668357
New Zealand,1986,male,25-34 years,53,258000,,30604668357
New Zealand,1986,female,75+ years,9,84000,,30604668357
New Zealand,1986,female,55-74 years,27,259200,,30604668357
New Zealand,1986,female,35-54 years,31,373800,,30604668357
New Zealand,1986,female,15-24 years,23,286900,,30604668357
New Zealand,1986,female,25-34 years,21,262300,,30604668357
New Zealand,1986,female,5-14 years,2,265700,,30604668357
New Zealand,1986,male,5-14 years,2,276600,,30604668357
New Zealand,1987,male,75+ years,28,51100,,40338594862
New Zealand,1987,male,15-24 years,93,295500,,40338594862
New Zealand,1987,male,25-34 years,79,262900,,40338594862
New Zealand,1987,male,55-74 years,64,238500,,40338594862
New Zealand,1987,male,35-54 years,92,384800,,40338594862
New Zealand,1987,female,75+ years,9,86700,,40338594862
New Zealand,1987,female,25-34 years,24,269900,,40338594862
New Zealand,1987,female,35-54 years,28,381900,,40338594862
New Zealand,1987,female,15-24 years,2,286500,,40338594862
New Zealand,1987,female,55-74 years,18,260500,,40338594862
New Zealand,1987,male,5-14 years,7,269800,,40338594862
New Zealand,1987,female,5-14 years,1,259000,,40338594862
New Zealand,1988,male,75+ years,2,52400,,45493075684
New Zealand,1988,male,15-24 years,16,291700,,45493075684
New Zealand,1988,male,55-74 years,79,238700,,45493075684
New Zealand,1988,male,25-34 years,72,267600,,45493075684
New Zealand,1988,male,35-54 years,12,390900,,45493075684
New Zealand,1988,female,75+ years,1,89500,,45493075684
New Zealand,1988,female,25-34 years,29,274400,,45493075684
New Zealand,1988,female,55-74 years,25,261500,,45493075684
New Zealand,1988,female,15-24 years,25,285700,,45493075684
New Zealand,1988,female,35-54 years,14,387600,,45493075684
New Zealand,1988,male,5-14 years,2,263500,,45493075684
New Zealand,1988,female,5-14 years,,251700,,45493075684
New Zealand,1989,male,15-24 years,111,285400,,44170562822
New Zealand,1989,male,75+ years,21,54400,,44170562822
New Zealand,1989,male,25-34 years,79,267800,,44170562822
New Zealand,1989,male,35-54 years,96,396900,,44170562822
New Zealand,1989,male,55-74 years,57,240700,,44170562822
New Zealand,1989,female,55-74 years,24,261100,,44170562822
New Zealand,1989,female,25-34 years,22,276100,,44170562822
New Zealand,1989,female,15-24 years,2,283000,,44170562822
New Zealand,1989,female,35-54 years,25,398000,,44170562822
New Zealand,1989,male,5-14 years,8,260100,,44170562822
New Zealand,1989,female,75+ years,2,92200,,44170562822
New Zealand,1989,female,5-14 years,,248100,,44170562822
New Zealand,1990,male,15-24 years,111,283700,0.82,45519034244
New Zealand,1990,male,75+ years,21,56000,0.82,45519034244
New Zealand,1990,male,25-34 years,72,269100,0.82,45519034244
New Zealand,1990,male,35-54 years,99,407200,0.82,45519034244
New Zealand,1990,male,55-74 years,58,242600,0.82,45519034244
New Zealand,1990,female,25-34 years,21,280600,0.82,45519034244
New Zealand,1990,female,35-54 years,29,408600,0.82,45519034244
New Zealand,1990,female,15-24 years,19,278500,0.82,45519034244
New Zealand,1990,female,55-74 years,17,261400,0.82,45519034244
New Zealand,1990,female,75+ years,6,95600,0.82,45519034244
New Zealand,1990,male,5-14 years,2,257900,0.82,45519034244
New Zealand,1990,female,5-14 years,,248200,0.82,45519034244
New Zealand,1991,male,15-24 years,19,285900,,42756020707
New Zealand,1991,male,25-34 years,95,277700,,42756020707
New Zealand,1991,male,75+ years,17,58300,,42756020707
New Zealand,1991,male,35-54 years,11,428300,,42756020707
New Zealand,1991,male,55-74 years,45,252700,,42756020707
New Zealand,1991,female,35-54 years,4,433300,,42756020707
New Zealand,1991,female,55-74 years,18,271400,,42756020707
New Zealand,1991,female,25-34 years,19,288800,,42756020707
New Zealand,1991,female,15-24 years,16,289300,,42756020707
New Zealand,1991,male,5-14 years,4,265700,,42756020707
New Zealand,1991,female,75+ years,1,98700,,42756020707
New Zealand,1991,female,5-14 years,,253800,,42756020707
New Zealand,1992,male,15-24 years,112,284800,,41636005955
New Zealand,1992,male,25-34 years,98,278400,,41636005955
New Zealand,1992,male,55-74 years,67,254700,,41636005955
New Zealand,1992,male,75+ years,15,60000,,41636005955
New Zealand,1992,male,35-54 years,11,440400,,41636005955
New Zealand,1992,female,55-74 years,22,272600,,41636005955
New Zealand,1992,female,35-54 years,35,445300,,41636005955
New Zealand,1992,female,15-24 years,17,286500,,41636005955
New Zealand,1992,female,75+ years,6,101700,,41636005955
New Zealand,1992,female,25-34 years,15,290000,,41636005955
New Zealand,1992,male,5-14 years,4,267200,,41636005955
New Zealand,1992,female,5-14 years,1,254000,,41636005955
New Zealand,1993,male,15-24 years,11,282600,,46712018141
New Zealand,1993,male,25-34 years,78,279500,,46712018141
New Zealand,1993,male,75+ years,15,61000,,46712018141
New Zealand,1993,male,35-54 years,95,452700,,46712018141
New Zealand,1993,male,55-74 years,49,257600,,46712018141
New Zealand,1993,female,25-34 years,27,291800,,46712018141
New Zealand,1993,female,55-74 years,18,274500,,46712018141
New Zealand,1993,female,35-54 years,28,458200,,46712018141
New Zealand,1993,female,15-24 years,16,282900,,46712018141
New Zealand,1993,female,75+ years,4,104200,,46712018141
New Zealand,1993,male,5-14 years,2,271200,,46712018141
