,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year,suicide_person,generation
5944,Colombia,2010,male,05-14 years,41,4178908,0.706,287018184638,0.9811175551124839,Generation Z
5945,Colombia,2010,female,05-14 years,39,4010759,0.706,287018184638,0.9723845287138918,Generation Z
5946,Colombia,2010,female,75+ years,5,594329,0.706,287018184638,0.8412848775678118,Silent
5947,Colombia,2010,female,55-74 years,16,2700178,0.706,287018184638,0.5925535279526016,Boomers
5948,Colombia,2011,male,75+ years,6,436385,0.713,335415156702,1.374932685587268,Silent
5949,Colombia,2011,male,15-24 years,45,4268385,0.713,335415156702,1.0542629120850158,Generation Z
5950,Colombia,2011,male,25-34 years,382,3840952,0.713,335415156702,9.945451023600398,Millenials
5951,Colombia,2011,male,55-74 years,231,2445112,0.713,335415156702,9.44741999548487,Boomers
5952,Colombia,2011,male,35-54 years,498,5745871,0.713,335415156702,8.667093291861233,Generation X
5953,Colombia,2011,female,15-24 years,159,4147875,0.713,335415156702,3.8332881294638823,Generation Z
5954,Colombia,2011,female,25-34 years,69,3897562,0.713,335415156702,1.7703374571078023,Millenials
5955,Colombia,2011,female,35-54 years,87,6156452,0.713,335415156702,1.4131516009545757,Generation X
5956,Colombia,2011,female,55-74 years,29,2822325,0.713,335415156702,1.0275216355309895,Boomers
5957,Colombia,2011,male,05-14 years,41,4163139,0.713,335415156702,0.984833799688168,Generation Z
5958,Colombia,2011,female,05-14 years,34,3995726,0.713,335415156702,0.850909196476435,Generation Z
5959,Colombia,2011,female,75+ years,4,618521,0.713,335415156702,0.6467039922654203,Silent
5960,Colombia,2012,male,75+ years,69,453582,0.715,369659700376,15.212243872111328,Silent
5961,Colombia,2012,male,15-24 years,486,4254495,0.715,369659700376,11.423212390659762,Generation Z
5962,Colombia,2012,male,25-34 years,412,3891260,0.715,369659700376,10.587830162980628,Millenials
5963,Colombia,2012,male,55-74 years,266,2556199,0.715,369659700376,10.40607558331726,Boomers
5964,Colombia,2012,male,35-54 years,455,5846650,0.715,369659700376,7.782234270907272,Generation X
5965,Colombia,2012,female,15-24 years,151,4133625,0.715,369659700376,3.65296803652968,Generation Z
5966,Colombia,2012,female,25-34 years,73,3942505,0.715,369659700376,1.8516146460182041,Millenials
5967,Colombia,2012,female,55-74 years,41,2948489,0.715,369659700376,1.3905427491844127,Boomers
5968,Colombia,2012,female,35-54 years,83,6261133,0.715,369659700376,1.3256386663563926,Generation X
5969,Colombia,2012,male,05-14 years,44,4146398,0.715,369659700376,1.0611620013322407,Generation Z
5970,Colombia,2012,female,75+ years,6,642251,0.715,369659700376,0.9342141935162421,Silent
5971,Colombia,2012,female,05-14 years,33,3979277,0.715,369659700376,0.8292963772062111,Generation Z
5972,Colombia,2013,male,75+ years,69,470105,0.718,380191881860,14.677572031780134,Silent
5973,Colombia,2013,male,15-24 years,45,4235904,0.718,380191881860,1.0623470220288278,Generation Z
5974,Colombia,2013,male,55-74 years,26,2672132,0.718,380191881860,0.973005824562559,Boomers
5975,Colombia,2013,male,25-34 years,381,3931611,0.718,380191881860,9.690684047836879,Millenials
5976,Colombia,2013,male,35-54 years,462,5947520,0.718,380191881860,7.767943613472506,Generation X
5977,Colombia,2013,female,15-24 years,141,4114036,0.718,380191881860,3.427291350877824,Generation Z
5978,Colombia,2013,female,25-34 years,81,3977885,0.718,380191881860,2.036257961203001,Millenials
5979,Colombia,2013,female,35-54 years,11,6365459,0.718,380191881860,0.17280764827799536,Generation X
5980,Colombia,2013,female,55-74 years,41,3079952,0.718,380191881860,1.3311895769804205,Boomers
5981,Colombia,2013,male,05-14 years,41,4126269,0.718,380191881860,0.9936337160761938,Generation Z
5982,Colombia,2013,female,05-14 years,36,3959475,0.718,380191881860,0.9092114484874889,Generation Z
5983,Colombia,2013,female,75+ years,5,665950,0.718,380191881860,0.7508071176514753,Silent
5984,Colombia,2014,male,75+ years,83,486197,0.72,378195716714,17.071269464846555,Silent
5985,Colombia,2014,male,15-24 years,48,4216293,0.72,378195716714,1.1384408057030193,Generation Z
5986,Colombia,2014,male,55-74 years,283,2795271,0.72,378195716714,10.124241978684715,Boomers
5987,Colombia,2014,male,25-34 years,395,3965410,0.72,378195716714,9.961138949062013,Millenials
5988,Colombia,2014,male,35-54 years,477,6046987,0.72,378195716714,7.888225987586876,Generation X
5989,Colombia,2014,female,15-24 years,132,4092325,0.72,378195716714,3.2255502678795063,Generation Z
5990,Colombia,2014,female,25-34 years,82,4007103,0.72,378195716714,2.0463661652820004,Millenials
5991,Colombia,2014,female,55-74 years,43,3219142,0.72,378195716714,1.3357596527273417,Boomers
5992,Colombia,2014,female,35-54 years,82,6467724,0.72,378195716714,1.26783393972903,Generation X
5993,Colombia,2014,male,05-14 years,37,4100740,0.72,378195716714,0.9022761745441067,Generation Z
5994,Colombia,2014,female,75+ years,5,690028,0.72,378195716714,0.7246082767655805,Silent
5995,Colombia,2014,female,05-14 years,27,3934580,0.72,378195716714,0.6862231801107107,Generation Z
5996,Colombia,2015,male,75+ years,82,502228,,291519591533,16.32724579274752,Silent
5997,Colombia,2015,male,15-24 years,473,4197599,,291519591533,11.268346499987254,Generation Z
5998,Colombia,2015,male,55-74 years,317,2926656,,291519591533,10.831474556627086,Boomers
5999,Colombia,2015,male,25-34 years,379,3994717,,291519591533,9.487530656114062,Millenials
6000,Colombia,2015,male,35-54 years,56,6143478,,291519591533,0.9115357782676198,Generation X
6001,Colombia,2015,female,15-24 years,176,4070390,,291519591533,4.32390999388265,Generation Z
6002,Colombia,2015,female,25-34 years,111,4031995,,291519591533,2.7529796043893904,Millenials
6003,Colombia,2015,female,35-54 years,96,6566323,,291519591533,1.4620054481023854,Generation X
6004,Colombia,2015,female,75+ years,1,715044,,291519591533,0.1398515336119176,Silent
6005,Colombia,2015,female,55-74 years,45,3367078,,291519591533,1.3364703757976502,Boomers
6006,Colombia,2015,female,05-14 years,44,3904896,,291519591533,1.1267905726554561,Generation Z
6007,Colombia,2015,male,05-14 years,39,4070023,,291519591533,0.958225543197176,Generation Z
6008,Costa Rica,1985,male,35-54 years,32,218000,0.623,4796628461,14.678899082568808,Boomers
6009,Costa Rica,1985,male,25-34 years,32,219000,0.623,4796628461,14.61187214611872,Boomers
6010,Costa Rica,1985,male,55-74 years,12,91000,0.623,4796628461,13.186813186813186,Silent
6011,Costa Rica,1985,male,15-24 years,33,285800,0.623,4796628461,11.546536039188243,Generation X
6012,Costa Rica,1985,male,75+ years,1,13000,0.623,4796628461,7.6923076923076925,G. I. Generation
6013,Costa Rica,1985,female,15-24 years,8,274800,0.623,4796628461,2.911208151382824,Generation X
6014,Costa Rica,1985,female,25-34 years,3,214000,0.623,4796628461,1.4018691588785046,Boomers
6015,Costa Rica,1985,female,35-54 years,3,216000,0.623,4796628461,1.3888888888888888,Boomers
6016,Costa Rica,1985,female,55-74 years,1,97000,0.623,4796628461,1.0309278350515463,Silent
6017,Costa Rica,1985,male,05-14 years,2,300800,0.623,4796628461,0.6648936170212766,Generation X
6018,Costa Rica,1985,female,05-14 years,1,288800,0.623,4796628461,0.3462603878116344,Generation X
6019,Costa Rica,1985,female,75+ years,0,18000,0.623,4796628461,0.0,G. I. Generation
6020,Costa Rica,1986,male,75+ years,3,13300,,5477895475,22.55639097744361,G. I. Generation
6021,Costa Rica,1986,male,35-54 years,48,223500,,5477895475,21.476510067114095,Boomers
6022,Costa Rica,1986,male,55-74 years,2,93300,,5477895475,2.1436227224008575,Silent
6023,Costa Rica,1986,male,25-34 years,26,224600,,5477895475,11.57613535173642,Boomers
6024,Costa Rica,1986,male,15-24 years,2,293100,,5477895475,0.6823609689525759,Generation X
6025,Costa Rica,1986,female,15-24 years,7,281700,,5477895475,2.4849130280440184,Generation X
6026,Costa Rica,1986,female,55-74 years,1,99500,,5477895475,1.0050251256281406,Silent
6027,Costa Rica,1986,female,25-34 years,2,219400,,5477895475,0.9115770282588879,Boomers
6028,Costa Rica,1986,female,35-54 years,2,221500,,5477895475,0.9029345372460497,Boomers
6029,Costa Rica,1986,female,05-14 years,1,296100,,5477895475,0.33772374197906113,Millenials
6030,Costa Rica,1986,male,05-14 years,1,308400,,5477895475,0.324254215304799,Millenials
6031,Costa Rica,1986,female,75+ years,0,18500,,5477895475,0.0,G. I. Generation
6032,Costa Rica,1987,male,75+ years,5,14000,,5841132962,35.714285714285715,G. I. Generation
6033,Costa Rica,1987,male,35-54 years,34,234100,,5841132962,14.523707817172149,Boomers
6034,Costa Rica,1987,male,25-34 years,29,235100,,5841132962,12.335176520629519,Boomers
6035,Costa Rica,1987,male,15-24 years,22,306700,,5841132962,7.173133355070101,Generation X
6036,Costa Rica,1987,male,55-74 years,7,97700,,5841132962,7.164790174002047,Silent
6037,Costa Rica,1987,female,25-34 years,8,229800,,5841132962,3.4812880765883376,Boomers
6038,Costa Rica,1987,female,15-24 years,7,295000,,5841132962,2.3728813559322033,Generation X
6039,Costa Rica,1987,female,35-54 years,5,231900,,5841132962,2.1561017680034498,Boomers
6040,Costa Rica,1987,female,05-14 years,2,310000,,5841132962,0.6451612903225806,Millenials
6041,Costa Rica,1987,female,55-74 years,0,104200,,5841132962,0.0,Silent
6042,Costa Rica,1987,female,75+ years,0,19300,,5841132962,0.0,G. I. Generation
6043,Costa Rica,1987,male,05-14 years,0,322900,,5841132962,0.0,Millenials
6044,Costa Rica,1988,male,75+ years,4,14300,,6063759371,27.972027972027973,G. I. Generation
6045,Costa Rica,1988,male,35-54 years,49,240300,,6063759371,20.39117769454848,Boomers
6046,Costa Rica,1988,male,55-74 years,14,100400,,6063759371,13.944223107569721,Silent
6047,Costa Rica,1988,male,25-34 years,32,241400,,6063759371,13.256006628003314,Boomers
6048,Costa Rica,1988,male,15-24 years,22,315000,,6063759371,6.984126984126984,Generation X
6049,Costa Rica,1988,female,15-24 years,8,302900,,6063759371,2.641135688345989,Generation X
6050,Costa Rica,1988,female,25-34 years,6,235900,,6063759371,2.5434506146672318,Boomers
6051,Costa Rica,1988,female,35-54 years,3,238000,,6063759371,1.2605042016806722,Boomers
6052,Costa Rica,1988,female,05-14 years,0,318500,,6063759371,0.0,Millenials
6053,Costa Rica,1988,female,55-74 years,0,107000,,6063759371,0.0,Silent
6054,Costa Rica,1988,female,75+ years,0,19900,,6063759371,0.0,G. I. Generation
6055,Costa Rica,1988,male,05-14 years,0,331600,,6063759371,0.0,Millenials
6056,Costa Rica,1989,male,25-34 years,5,259000,,6866402028,1.9305019305019304,Boomers
6057,Costa Rica,1989,male,55-74 years,19,109000,,6866402028,17.431192660550458,Silent
6058,Costa Rica,1989,male,35-54 years,4,264000,,6866402028,1.5151515151515151,Boomers
6059,Costa Rica,1989,male,75+ years,2,16000,,6866402028,12.5,G. I. Generation
6060,Costa Rica,1989,male,15-24 years,23,293000,,6866402028,7.849829351535837,Generation X
6061,Costa Rica,1989,female,15-24 years,12,282000,,6866402028,4.25531914893617,Generation X
6062,Costa Rica,1989,female,35-54 years,9,262000,,6866402028,3.435114503816794,Boomers
6063,Costa Rica,1989,female,25-34 years,7,251000,,6866402028,2.7888446215139444,Boomers
6064,Costa Rica,1989,female,55-74 years,1,115000,,6866402028,0.8695652173913043,Silent
6065,Costa Rica,1989,female,05-14 years,2,334000,,6866402028,0.5988023952095808,Millenials
6066,Costa Rica,1989,male,05-14 years,2,349000,,6866402028,0.5730659025787965,Millenials
6067,Costa Rica,1989,female,75+ years,0,22000,,6866402028,0.0,G. I. Generation
6068,Costa Rica,1990,male,75+ years,5,19000,0.652,7403457319,26.31578947368421,G. I. Generation
6069,Costa Rica,1990,male,35-54 years,49,276000,0.652,7403457319,17.753623188405797,Boomers
6070,Costa Rica,1990,male,55-74 years,15,113000,0.652,7403457319,13.274336283185841,Silent
6071,Costa Rica,1990,male,15-24 years,35,294000,0.652,7403457319,11.904761904761905,Generation X
6072,Costa Rica,1990,male,25-34 years,31,267000,0.652,7403457319,11.610486891385769,Generation X
6073,Costa Rica,1990,female,75+ years,1,23800,0.652,7403457319,4.201680672268908,G. I. Generation
6074,Costa Rica,1990,female,35-54 years,6,273000,0.652,7403457319,2.197802197802198,Boomers
6075,Costa Rica,1990,female,15-24 years,5,283000,0.652,7403457319,1.7667844522968197,Generation X
6076,Costa Rica,1990,female,55-74 years,2,119000,0.652,7403457319,1.680672268907563,Silent
6077,Costa Rica,1990,female,25-34 years,3,259000,0.652,7403457319,1.1583011583011582,Generation X
6078,Costa Rica,1990,male,05-14 years,4,358000,0.652,7403457319,1.1173184357541899,Millenials
6079,Costa Rica,1990,female,05-14 years,1,343000,0.652,7403457319,0.2915451895043732,Millenials
6080,Costa Rica,1991,male,35-54 years,41,289000,,7168999428,14.186851211072664,Boomers
6081,Costa Rica,1991,male,55-74 years,16,117000,,7168999428,13.675213675213675,Silent
6082,Costa Rica,1991,male,25-34 years,31,274000,,7168999428,11.313868613138686,Generation X
6083,Costa Rica,1991,male,75+ years,2,19000,,7168999428,10.526315789473685,G. I. Generation
6084,Costa Rica,1991,male,15-24 years,15,298000,,7168999428,5.033557046979865,Generation X
6085,Costa Rica,1991,female,15-24 years,1,286000,,7168999428,0.34965034965034963,Generation X
6086,Costa Rica,1991,female,35-54 years,6,287000,,7168999428,2.0905923344947737,Boomers
6087,Costa Rica,1991,female,25-34 years,3,267000,,7168999428,1.1235955056179776,Generation X
6088,Costa Rica,1991,male,05-14 years,1,367000,,7168999428,0.2724795640326976,Millenials
6089,Costa Rica,1991,female,05-14 years,0,351000,,7168999428,0.0,Millenials
6090,Costa Rica,1991,female,55-74 years,0,124000,,7168999428,0.0,Silent
6091,Costa Rica,1991,female,75+ years,0,25000,,7168999428,0.0,G. I. Generation
6092,Costa Rica,1992,male,35-54 years,48,303600,,8528593084,15.810276679841897,Boomers
6093,Costa Rica,1992,male,75+ years,3,20200,,8528593084,14.851485148514852,G. I. Generation
6094,Costa Rica,1992,male,55-74 years,15,121500,,8528593084,12.345679012345679,Silent
6095,Costa Rica,1992,male,25-34 years,3,280800,,8528593084,1.0683760683760684,Generation X
6096,Costa Rica,1992,male,15-24 years,28,301000,,8528593084,9.30232558139535,Generation X
6097,Costa Rica,1992,female,25-34 years,12,272500,,8528593084,4.4036697247706424,Generation X
6098,Costa Rica,1992,female,15-24 years,5,288800,,8528593084,1.7313019390581716,Generation X
6099,Costa Rica,1992,female,55-74 years,2,128100,,8528593084,1.56128024980484,Silent
6100,Costa Rica,1992,female,35-54 years,4,300600,,8528593084,1.3306719893546242,Boomers
6101,Costa Rica,1992,male,05-14 years,2,375600,,8528593084,0.5324813631522897,Millenials
6102,Costa Rica,1992,female,05-14 years,0,359200,,8528593084,0.0,Millenials
6103,Costa Rica,1992,female,75+ years,0,26500,,8528593084,0.0,G. I. Generation
6104,Costa Rica,1993,male,75+ years,8,21300,,9537297507,37.55868544600939,G. I. Generation
6105,Costa Rica,1993,male,35-54 years,47,318500,,9537297507,14.756671899529042,Boomers
6106,Costa Rica,1993,male,55-74 years,18,125600,,9537297507,14.331210191082803,Silent
6107,Costa Rica,1993,male,25-34 years,38,286500,,9537297507,13.263525305410122,Generation X
6108,Costa Rica,1993,male,15-24 years,26,305800,,9537297507,8.502289077828646,Generation X
6109,Costa Rica,1993,female,25-34 years,9,277700,,9537297507,3.2409074540871443,Generation X
6110,Costa Rica,1993,female,35-54 years,9,315100,,9537297507,2.856236115518883,Boomers
6111,Costa Rica,1993,female,55-74 years,3,132400,,9537297507,2.2658610271903323,Silent
6112,Costa Rica,1993,female,15-24 years,6,293100,,9537297507,2.0470829068577276,Generation X
6113,Costa Rica,1993,female,05-14 years,0,366500,,9537297507,0.0,Millenials
6114,Costa Rica,1993,female,75+ years,0,27800,,9537297507,0.0,G. I. Generation
6115,Costa Rica,1993,male,05-14 years,0,383400,,9537297507,0.0,Millenials
6116,Costa Rica,1994,male,75+ years,5,22300,,10432619390,22.42152466367713,G. I. Generation
6117,Costa Rica,1994,male,35-54 years,44,333900,,10432619390,13.177598083258461,Boomers
6118,Costa Rica,1994,male,25-34 years,36,290800,,10432619390,12.379642365887207,Generation X
6119,Costa Rica,1994,male,55-74 years,15,129900,,10432619390,11.547344110854503,Silent
6120,Costa Rica,1994,male,15-24 years,3,311600,,10432619390,0.962772785622593,Generation X
6121,Costa Rica,1994,female,15-24 years,1,298600,,10432619390,0.33489618218352313,Generation X
6122,Costa Rica,1994,female,25-34 years,9,281600,,10432619390,3.196022727272727,Generation X
6123,Costa Rica,1994,female,55-74 years,3,137000,,10432619390,2.18978102189781,Silent
6124,Costa Rica,1994,female,35-54 years,7,330200,,10432619390,2.1199273167777104,Boomers
6125,Costa Rica,1994,male,05-14 years,3,390600,,10432619390,0.7680491551459293,Millenials
6126,Costa Rica,1994,female,05-14 years,0,373400,,10432619390,0.0,Millenials
6127,Costa Rica,1994,female,75+ years,0,29200,,10432619390,0.0,G. I. Generation
6128,Costa Rica,1995,male,35-54 years,62,362400,0.682,11513472694,17.108167770419428,Boomers
6129,Costa Rica,1995,male,25-34 years,45,306500,0.682,11513472694,14.681892332789559,Generation X
6130,Costa Rica,1995,male,55-74 years,19,140300,0.682,11513472694,13.542409123307198,Silent
6131,Costa Rica,1995,male,15-24 years,4,339200,0.682,11513472694,1.179245283018868,Generation X
6132,Costa Rica,1995,male,75+ years,2,23800,0.682,11513472694,8.403361344537815,G. I. Generation
6133,Costa Rica,1995,female,15-24 years,13,322600,0.682,11513472694,4.02975821450713,Generation X
6134,Costa Rica,1995,female,35-54 years,11,357400,0.682,11513472694,3.077783995523223,Boomers
6135,Costa Rica,1995,female,55-74 years,4,146500,0.682,11513472694,2.7303754266211606,Silent
6136,Costa Rica,1995,female,25-34 years,7,296100,0.682,11513472694,2.3640661938534278,Generation X
6137,Costa Rica,1995,male,05-14 years,5,414500,0.682,11513472694,1.2062726176115801,Millenials
6138,Costa Rica,1995,female,05-14 years,1,395000,0.682,11513472694,0.25316455696202533,Millenials
6139,Costa Rica,1995,female,75+ years,0,30900,0.682,11513472694,0.0,G. I. Generation
6140,Costa Rica,1996,male,75+ years,8,29520,,11618286553,27.100271002710027,G. I. Generation
6141,Costa Rica,1996,male,25-34 years,6,300262,,11618286553,1.998254857424516,Generation X
6142,Costa Rica,1996,male,15-24 years,47,320846,,11618286553,14.64877230821017,Millenials
6143,Costa Rica,1996,male,35-54 years,49,393144,,11618286553,12.46362655922512,Boomers
6144,Costa Rica,1996,male,55-74 years,19,156359,,11618286553,12.151523097487193,Silent
6145,Costa Rica,1996,female,15-24 years,11,312158,,11618286553,3.523856508562971,Millenials
6146,Costa Rica,1996,female,25-34 years,6,298831,,11618286553,2.007823820152528,Generation X
6147,Costa Rica,1996,female,55-74 years,2,164906,,11618286553,1.2128121475264697,Silent
6148,Costa Rica,1996,female,35-54 years,4,391192,,11618286553,1.022515797869077,Boomers
6149,Costa Rica,1996,male,05-14 years,2,401478,,11618286553,0.49815930138139575,Millenials
6150,Costa Rica,1996,female,05-14 years,1,385069,,11618286553,0.25969371722989903,Millenials
6151,Costa Rica,1996,female,75+ years,0,38681,,11618286553,0.0,G. I. Generation
6152,Costa Rica,1997,male,55-74 years,28,162349,,12552071367,17.24679548380341,Silent
6153,Costa Rica,1997,male,75+ years,5,30984,,12552071367,16.13736121869352,G. I. Generation
6154,Costa Rica,1997,male,25-34 years,39,301566,,12552071367,12.932492389725633,Generation X
6155,Costa Rica,1997,male,15-24 years,42,331912,,12552071367,12.653956470389742,Millenials
6156,Costa Rica,1997,male,35-54 years,4,410741,,12552071367,0.9738497009064107,Boomers
6157,Costa Rica,1997,female,15-24 years,14,322577,,12552071367,4.340049042554181,Millenials
6158,Costa Rica,1997,female,75+ years,1,40512,,12552071367,2.4684044233807265,G. I. Generation
6159,Costa Rica,1997,female,35-54 years,6,409574,,12552071367,1.464936739148481,Boomers
6160,Costa Rica,1997,female,25-34 years,4,300896,,12552071367,1.329362969265128,Generation X
6161,Costa Rica,1997,male,05-14 years,5,407029,,12552071367,1.228413700252316,Millenials
6162,Costa Rica,1997,female,55-74 years,1,171045,,12552071367,0.5846414686193692,Silent
6163,Costa Rica,1997,female,05-14 years,2,390374,,12552071367,0.5123292022521991,Millenials
6164,Costa Rica,1998,male,75+ years,7,32456,,13617405420,21.567660833127928,G. I. Generation
6165,Costa Rica,1998,male,25-34 years,55,302152,,13617405420,18.202758876327145,Generation X
6166,Costa Rica,1998,male,35-54 years,68,428730,,13617405420,15.86079817134327,Boomers
6167,Costa Rica,1998,male,55-74 years,24,168800,,13617405420,14.218009478672986,Silent
6168,Costa Rica,1998,male,15-24 years,42,343821,,13617405420,12.215658729396983,Millenials
6169,Costa Rica,1998,female,25-34 years,8,302192,,13617405420,2.6473235558850003,Generation X
6170,Costa Rica,1998,female,75+ years,1,42412,,13617405420,2.3578232575686124,G. I. Generation
6171,Costa Rica,1998,female,15-24 years,6,333728,,13617405420,1.7978713203566976,Millenials
6172,Costa Rica,1998,female,35-54 years,5,428449,,13617405420,1.1670000396780014,Boomers
6173,Costa Rica,1998,male,05-14 years,4,411117,,13617405420,0.9729590359921871,Millenials
6174,Costa Rica,1998,female,55-74 years,1,177615,,13617405420,0.5630155110773302,Silent
6175,Costa Rica,1998,female,05-14 years,2,394254,,13617405420,0.5072871803456654,Millenials
6176,Costa Rica,1999,male,35-54 years,8,446435,,14195623425,1.7919741955715838,Boomers
6177,Costa Rica,1999,male,25-34 years,52,303003,,14195623425,17.161546255317603,Generation X
6178,Costa Rica,1999,male,55-74 years,27,175883,,14195623425,15.351114092891297,Silent
6179,Costa Rica,1999,male,75+ years,5,33964,,14195623425,14.721469791543988,G. I. Generation
6180,Costa Rica,1999,male,15-24 years,46,355592,,14195623425,12.936174042160678,Millenials
6181,Costa Rica,1999,female,15-24 years,8,344682,,14195623425,2.320979917721262,Millenials
6182,Costa Rica,1999,female,25-34 years,6,303573,,14195623425,1.9764603571463866,Generation X
6183,Costa Rica,1999,female,35-54 years,6,447153,,14195623425,1.3418225976343667,Boomers
6184,Costa Rica,1999,female,55-74 years,2,184770,,14195623425,1.08242680088759,Silent
6185,Costa Rica,1999,female,05-14 years,1,396706,,14195623425,0.2520758445801173,Millenials
6186,Costa Rica,1999,female,75+ years,0,44418,,14195623425,0.0,G. I. Generation
6187,Costa Rica,1999,male,05-14 years,0,413744,,14195623425,0.0,Millenials
6188,Costa Rica,2000,male,75+ years,6,35531,0.704,14949514585,16.88666235118629,G. I. Generation
6189,Costa Rica,2000,male,35-54 years,77,463390,0.704,14949514585,16.616672781026782,Generation X
6190,Costa Rica,2000,male,25-34 years,5,304784,0.704,14949514585,1.64050606331041,Generation X
6191,Costa Rica,2000,male,15-24 years,53,366507,0.704,14949514585,14.46084249414063,Millenials
6192,Costa Rica,2000,male,55-74 years,24,183691,0.704,14949514585,13.065419644947221,Silent
6193,Costa Rica,2000,female,25-34 years,11,305607,0.704,14949514585,3.5993939929386434,Generation X
6194,Costa Rica,2000,female,75+ years,1,46564,0.704,14949514585,2.1475818228674513,G. I. Generation
6195,Costa Rica,2000,female,15-24 years,7,354767,0.704,14949514585,1.9731260235591248,Millenials
6196,Costa Rica,2000,female,55-74 years,3,192579,0.704,14949514585,1.5578022525820572,Silent
6197,Costa Rica,2000,female,35-54 years,5,465213,0.704,14949514585,1.0747765002267777,Generation X
6198,Costa Rica,2000,female,05-14 years,1,397794,0.704,14949514585,0.2513863959737955,Millenials
6199,Costa Rica,2000,male,05-14 years,1,414994,0.704,14949514585,0.24096733928683306,Millenials
6200,Costa Rica,2001,male,75+ years,7,37569,,15913363335,18.63238308179616,G. I. Generation
6201,Costa Rica,2001,male,25-34 years,44,306660,,15913363335,14.348138003000065,Generation X
6202,Costa Rica,2001,male,35-54 years,61,478354,,15913363335,12.752062280235975,Generation X
6203,Costa Rica,2001,male,55-74 years,22,191573,,15913363335,11.483872988364748,Boomers
6204,Costa Rica,2001,male,15-24 years,32,376105,,15913363335,8.508262320362665,Millenials
6205,Costa Rica,2001,female,25-34 years,9,307251,,15913363335,2.9292012068308972,Generation X
6206,Costa Rica,2001,female,15-24 years,9,363807,,15913363335,2.4738391509784035,Millenials
6207,Costa Rica,2001,female,75+ years,1,48980,,15913363335,2.041649652919559,G. I. Generation
6208,Costa Rica,2001,female,35-54 years,8,481374,,15913363335,1.6619094508635697,Generation X
6209,Costa Rica,2001,male,05-14 years,4,415961,,15913363335,0.9616286142210447,Generation Z
6210,Costa Rica,2001,female,05-14 years,1,398691,,15913363335,0.25082081110433896,Generation Z
6211,Costa Rica,2001,female,55-74 years,0,200525,,15913363335,0.0,Boomers
6212,Costa Rica,2002,male,75+ years,8,39629,,16504795453,20.187236619647226,G. I. Generation
6213,Costa Rica,2002,male,25-34 years,54,309463,,16504795453,17.44958201788259,Generation X
6214,Costa Rica,2002,male,35-54 years,84,492487,,16504795453,17.05628778018506,Generation X
6215,Costa Rica,2002,male,15-24 years,58,384925,,16504795453,15.067870364356693,Millenials
6216,Costa Rica,2002,male,55-74 years,28,200247,,16504795453,13.982731326811388,Boomers
6217,Costa Rica,2002,female,15-24 years,18,372135,,16504795453,4.836954331089524,Millenials
6218,Costa Rica,2002,female,25-34 years,8,309561,,16504795453,2.5843048704455667,Generation X
6219,Costa Rica,2002,female,35-54 years,9,496715,,16504795453,1.8119042106640628,Generation X
6220,Costa Rica,2002,female,55-74 years,3,209232,,16504795453,1.4338150952053224,Boomers
6221,Costa Rica,2002,male,05-14 years,4,415939,,16504795453,0.9616794770387004,Generation Z
6222,Costa Rica,2002,female,05-14 years,1,398576,,16504795453,0.2508931797198025,Generation Z
6223,Costa Rica,2002,female,75+ years,0,51463,,16504795453,0.0,G. I. Generation
6224,Costa Rica,2003,male,75+ years,13,41697,,17195867540,31.177302923471714,Silent
6225,Costa Rica,2003,male,55-74 years,39,209479,,17195867540,18.61761799512123,Boomers
6226,Costa Rica,2003,male,35-54 years,91,505821,,17195867540,17.99055397067342,Generation X
6227,Costa Rica,2003,male,25-34 years,55,313369,,17195867540,17.551193640723874,Generation X
6228,Costa Rica,2003,male,15-24 years,62,392847,,17195867540,15.782225650189513,Millenials
6229,Costa Rica,2003,female,15-24 years,28,379600,,17195867540,7.376185458377239,Millenials
6230,Costa Rica,2003,female,25-34 years,9,312775,,17195867540,2.877467828311086,Generation X
6231,Costa Rica,2003,female,35-54 years,11,511236,,17195867540,2.151648162492469,Generation X
6232,Costa Rica,2003,female,55-74 years,3,218504,,17195867540,1.3729725771610588,Boomers
6233,Costa Rica,2003,female,05-14 years,2,397535,,17195867540,0.5031003559435018,Generation Z
6234,Costa Rica,2003,male,05-14 years,2,414988,,17195867540,0.48194164650544113,Generation Z
6235,Costa Rica,2003,female,75+ years,0,54020,,17195867540,0.0,Silent
6236,Costa Rica,2004,male,35-54 years,14,518436,,18529767934,2.7004297541065823,Generation X
6237,Costa Rica,2004,male,55-74 years,42,218871,,18529767934,19.18938552846197,Boomers
6238,Costa Rica,2004,male,25-34 years,6,318518,,18529767934,1.8837239967599948,Generation X
6239,Costa Rica,2004,male,15-24 years,68,399768,,18529767934,17.00986572211883,Millenials
6240,Costa Rica,2004,male,75+ years,5,43755,,18529767934,11.427265455376528,Silent
6241,Costa Rica,2004,female,25-34 years,1,317112,,18529767934,0.3153459976285981,Generation X
6242,Costa Rica,2004,female,15-24 years,12,386068,,18529767934,3.10826072090927,Millenials
6243,Costa Rica,2004,female,55-74 years,6,228002,,18529767934,2.6315558635450564,Boomers
6244,Costa Rica,2004,female,35-54 years,12,524975,,18529767934,2.285823134434973,Generation X
6245,Costa Rica,2004,female,75+ years,1,56632,,18529767934,1.7657861279841787,Silent
6246,Costa Rica,2004,female,05-14 years,3,395605,,18529767934,0.7583321747702886,Generation Z
